Frequency,Magnitude,Phase
1320000000,0.996168725155,-0.0747542097749
1325000000,0.995953629706,-0.0751786165246
1330000000,0.996102168506,-0.0759024424478
1335000000,0.996265595786,-0.0756393640516
1340000000,0.996018450163,-0.0759695414424
1345000000,0.99660074259,-0.0763739719929
1350000000,0.996988122735,-0.0769005087486
1355000000,0.996373264162,-0.0768805314396
1360000000,0.996826893616,-0.0773588579282
1365000000,0.996525997967,-0.0781416736361
1370000000,0.996293802761,-0.0782428584068
1375000000,0.996680617101,-0.0784550665675
1380000000,0.996694453663,-0.07888776814
1385000000,0.996916164518,-0.0786917198402
1390000000,0.997087412183,-0.0795900187336
1395000000,0.997038688549,-0.0797592013733
1400000000,0.997238479939,-0.0800042098267
1405000000,0.99705072538,-0.0808890906235
1410000000,0.996734852786,-0.0808359777204
1415000000,0.99697481653,-0.0807760320762
1420000000,0.996756410707,-0.0811841730004
1425000000,0.997071564651,-0.0813462732094
1430000000,0.997377820809,-0.0819720573179
1435000000,0.997647659788,-0.0827188316256
1440000000,0.997123536777,-0.0829657762553
1445000000,0.99736297381,-0.083008919334
1450000000,0.997087364294,-0.0831563818561
1455000000,0.997814699044,-0.0840628902364
1460000000,0.997501607825,-0.0842097450887
1465000000,0.997647082569,-0.0846721448997
1470000000,0.99777323604,-0.0848578469868
1475000000,0.997412255375,-0.0853525991925
1480000000,0.997739413663,-0.0856508467562
1485000000,0.997847149632,-0.0861911536978
1490000000,0.99815381925,-0.0865381536424
1495000000,0.997868002549,-0.0868421564221
1500000000,0.997541281175,-0.0872268899278
1505000000,0.998102260648,-0.0875796854923
1510000000,0.998000426819,-0.0879258516193
1515000000,0.99777274921,-0.0879973995455
1520000000,0.997750776128,-0.0882674215085
1525000000,0.998115920535,-0.0885805890985
1530000000,0.998149271141,-0.0885515654113
1535000000,0.998148616213,-0.0891862006568
1540000000,0.99799723841,-0.0894638155963
1545000000,0.997883944416,-0.0901466468592
1550000000,0.997983942606,-0.0905537851223
1555000000,0.997823907651,-0.0906896681269
1560000000,0.997766541982,-0.0912224976182
1565000000,0.998024057187,-0.0915031280329
1570000000,0.998632752406,-0.0921309297769
1575000000,0.998384833891,-0.0922393889249
1580000000,0.997809218064,-0.0920200341883
1585000000,0.998026068803,-0.0926285075782
1590000000,0.998212875536,-0.0930557783836
1595000000,0.997569167768,-0.0934485039795
1600000000,0.99789727126,-0.0938178838944
1605000000,0.997893456894,-0.0940490289
1610000000,0.998515625581,-0.0941121471652
1615000000,0.998034874184,-0.094387777509
1620000000,0.998249950484,-0.0943635699929
1625000000,0.998335186589,-0.0950054716452
1630000000,0.997836816289,-0.0953316398259
1635000000,0.998079515041,-0.0955847725443
1640000000,0.997781861279,-0.0960330145431
1645000000,0.997319785432,-0.0961682933812
1650000000,0.997781822739,-0.0963582279249
1655000000,0.997817114146,-0.0968112261732
1660000000,0.998016630613,-0.0966300745164
1665000000,0.998361182382,-0.0972349792603
1670000000,0.997855768899,-0.0972353795133
1675000000,0.997740990675,-0.097596903175
1680000000,0.998201715806,-0.0976183457195
1685000000,0.99842662207,-0.0982189317007
1690000000,0.997863877945,-0.0982776771176
1695000000,0.998117109992,-0.0982128740833
1700000000,0.997990729593,-0.0982979118624
1705000000,0.998195205887,-0.0986955625765
1710000000,0.998198702771,-0.099219802814
1715000000,0.998721705015,-0.0997773895156
1720000000,0.998315216548,-0.0995538402396
1725000000,0.998695867176,-0.0998598178042
1730000000,0.99835155849,-0.100124253799
1735000000,0.999010863226,-0.100147062681
1740000000,0.998375782661,-0.100289386805
1745000000,0.998098712191,-0.100220115493
1750000000,0.99892397955,-0.100416993372
1755000000,0.998771400321,-0.100831928997
1760000000,0.999529317419,-0.101693396642
1765000000,0.998947349897,-0.101673961789
1770000000,0.999039173544,-0.102204619386
1775000000,0.999426820875,-0.102421436534
1780000000,0.99948741549,-0.102505124086
1785000000,1.0001019316,-0.102549588024
1790000000,0.999626918592,-0.102797105493
1795000000,0.99967373651,-0.102908472092
1800000000,0.999580948039,-0.103163903752
1805000000,0.999554849895,-0.104120370364
1810000000,0.999826243567,-0.1043413919
1815000000,1.000035117,-0.105100275265
1820000000,0.999810960154,-0.105634974393
1825000000,0.999814438341,-0.105814212423
1830000000,1.0000239336,-0.105912438033
1835000000,1.0002877592,-0.106531117872
1840000000,0.999947117797,-0.106094663974
1845000000,1.0001869243,-0.105808495222
1850000000,0.999779353076,-0.10674774912
1855000000,0.999755454321,-0.107480433809
1860000000,0.999378093631,-0.107663786671
1865000000,0.998807348974,-0.108382507815
1870000000,0.99922402502,-0.10955567275
1875000000,0.99856358293,-0.10955355952
1880000000,0.998904390335,-0.109735733202
1885000000,0.999001590661,-0.109245367126
1890000000,0.999452485348,-0.109521963586
1895000000,0.999478726666,-0.109677320534
1900000000,0.998834719402,-0.109354488592
1905000000,0.998464177291,-0.110389232247
1910000000,0.99792815843,-0.110712509234
1915000000,0.997559187176,-0.111175189489
1920000000,0.996692429933,-0.11134966797
1925000000,0.996510056703,-0.111345527586
1930000000,0.996735078376,-0.110953677498
1935000000,0.99723306623,-0.111951567578
1940000000,0.997832566159,-0.11191146926
1945000000,0.997711731537,-0.111852372853
1950000000,0.997368275274,-0.112513679331
1955000000,0.99716748057,-0.112272590968
1960000000,0.996133066623,-0.11136725175
1965000000,0.995815316224,-0.111971629437
1970000000,0.996395084071,-0.112047366178
1975000000,0.995810798778,-0.111990110189
1980000000,0.996065988465,-0.112371084184
1985000000,0.996030636853,-0.113100882791
1990000000,0.996201719353,-0.113495950773
1995000000,0.996741504981,-0.11406516474
